The peacock star,The peacock star,"Alpha Pavonis (Î± Pav) is a star in the southern constellation Pavo, near the shared border with the Telescopium constellation. It is also known by the name Peacock, which was assigned by Her Majesty's Nautical Almanac Office in the late 1930s during the creation of the Air Almanac, a navigational almanac for the Royal Air Force. Of the fifty-seven stars included in the new almanac, two had no classical names: Epsilon Carinae and Alpha Pavonis. The RAF insisted that all of the stars must have names, so new names were invented. Alpha Pavonis was named ""Peacock"" ('pavo' is Latin for 'peacock') whilst Epsilon Carinae was called ""Avior"".At an apparent magnitude of 1.94, this is the brightest star in Pavo. Based upon parallax measurements, this star is about 179 light-years (55 parsecs) distant from the Earth. It has an estimated six times the Sun's mass and 5â€“6 times the Sun's radius, but 2,200 times the luminosity of the Sun. However, Tetzlaff et al. (2011) suggest a much higher mass of 9 times the mass of the Sun. The effective temperature of the photosphere is 18,000 K, which gives the star a blue-white hue. A stellar classification of B2 IV suggests it is a subgiant star that has begun to evolve from the main sequence with the exhaustion of the hydrogen at its core.Stars with the mass of Alpha Pavonis are believed not to have a convection zone near their surface. Hence the material found in the outer atmosphere is not processed by the nuclear fusion occurring at the core. This means that the surface abundance of elements should be representative of the material out of which it originally formed. In particular, the surface abundance of deuterium should not change during the star's main sequence lifetime. The measured ratio of deuterium to hydrogen in this star amounts to less than 5 Ã— 10âˆ’6, which suggests this star may have formed in a region with an unusually low abundance of deuterium, or else the deuterium was consumed by some means. A possible scenario for the latter is that the deuterium was burned through while Alpha Pavonis was a pre-main-sequence star.Alpha Pavonis is a spectroscopic binary consisting of a pair of stars that orbit around each other with a period of 11.753 days. However, in part because the two stars have not been individually resolved, little is known about the companion. The system may be a member of the Tucana-Horologium association of stars that share a common motion through space. The estimated age of this association is 30 million years, which, as the members share a common origin, suggests a similar age for Alpha Pavonis. However, Tetzlaff et al. (2011) suggest an age for this star of only 200,000 years. This star has a peculiar velocity of 13 km sâˆ’1 relative to its neighbors."
Markab or Marchab,Markab,"This article is about the star named Markab, for alternative meanings, see Markab (disambiguation).Alpha Pegasi (Î± Peg, Î± Pegasi) is the third brightest star in the constellation Pegasus and one of the four stars in the asterism known as the Great Square of Pegasus. It has the traditional name Markab (or Marchab), which comes from an Arabic word Ù…Ø±ÙƒØ¨ markab, ""the saddle of the horse"", or is mistranscription of Mankib comes from an Arabic phrase Ù…Ù†ÙƒØ¨ Ø§Ù„ÙÅØ±Ø_ Mankib al-Faras, ""(the Star of) the Shoulder (of the Constellation) of the Horse"" for Î_ Pegasi.Markab has a stellar classification of B9 III, indicating that it is a B-type giant star that has exhausted the hydrogen at its core and has evolved beyond the main sequence. It is rotating rapidly, with a projected rotational velocity of 125 km/s giving a lower bound on the azimuthal velocity along the star's equator. The effective temperature of the photosphere is nearly 10,000 K and the star has expanded to nearly five times the radius of the Sun."
Scheat,Scheat,"Beta Pegasi (Î_ Peg, Î_ Pegasi) is a red giant star in the constellation Pegasus. The apparent visual magnitude of this star averages 2.42, making it the second brightest star in the constellation after Epsilon Pegasi. Its traditional name is Scheat, a name that has also been used for Delta Aquarii. According to Richard H. Allen, this name comes from the Arabic Al SÄÅ'id for ""the upper arm"", or from Sa'd. Arabian astronomers named it Mankib al Faras, meaning the ""Horse's shoulder"". It forms the upper right corner of the Great Square of Pegasus, a prominent rectangular asterism.Based upon parallax measurements, Beta Pegasi is located about 196 light-years (60 parsecs) from the Earth. It is unusual among bright stars in having a relatively cool surface temperature compared to stars like the Sun. This star has a stellar classification of M2.3 IIâ€“III, which indicates the spectrum has characteristics partway between a bright giant and a giant star. It has expanded until it is some 95 times as large, and has a total luminosity of 1500 times that of the Sun. The effective temperature of the star's outer envelope is about 3,700 K, giving the star the characteristic orange-red hue of an M-type star. The photosphere is sufficiently cool for molecules of titanium oxide to form.Beta Pegasi is a semi-regular variable with a period of 43.3 days and a brightness that varies from magnitude +2.31 to +2.74. It is losing mass at a rate at or below 10âˆ’8 times the Sun's mass per year, which is creating an expanding shell of gas and dust with a radius of about 3,500 times the Sun's radius (16 Astronomical Units)."
Algenib,Algenib,"Alpha Persei (Alpha Per, Î± Persei, Î± Per) is the brightest star in the northern constellation of Perseus, just outshining the constellation's best known star, Algol. Known by the traditional names Mirfak and Algenib, it is a circumpolar star when viewed from the latitude of New York City or higher. It has an apparent visual magnitude of 1.8, placing it among the brightest stars in the sky. Mirfak lies in the midst of a cluster of stars eponymously named the Alpha Persei Cluster, or Melotte 20, which is easily visible in binoculars and includes many of the fainter stars in the constellation. The distance to this star has been determined using the parallax technique, putting it 510 light-years (160 parsecs) away."
Enif,Enif,"Epsilon Pegasi (Îµ Peg, Îµ Pegasi) is the brightest star in the northern constellation of Pegasus. It has the traditional name Enif (EE-nif). The name Enif is derived from the Arabic word for nose, due to its position as the muzzle of Pegasus. With an apparent visual magnitude of 2.4, this is a second-magnitude star that is readily visible to the naked eye. The distance to this star can be estimated using parallax measurements from the Hipparcos astrometry satellite, yielding a value of around 690 light-years (210 parsecs).Other traditional names for the star include Fom al Feras, Latinised to Os Equi. In Chinese, åç±å®¿ (WÄ“i SÃ_), meaning Rooftop (asterism), refers to an asterism consisting of Îµ Pegasi, Î± Aquarii and Î¸ Peg. Consequently, Îµ Pegasi itself is known as åç±å®¿ä¸‰ (WÄ“i SÃ_ sÄÅn, English: the Third Star of Rooftop.)"
Matar,Matar,"USS Matar (AK-119) was a Crater-class cargo ship commissioned by the U.S. Navy for service in World War II, named after Matar, the star in constellation Pegasus. She was responsible for delivering troops, goods and equipment to locations in the war zone."
Baham,Baham,"USS Baham (AK-122/AG-71) was an Basilan-class miscellaneous auxiliary ship commissioned by the U.S. Navy for service in World War II, named after Baham, the star in constellation Pegasus. She was responsible for delivering troops, goods and equipment to locations in the war zone."
Sadalbari,Sadalbari,"Mu Pegasi (Î_ Peg, Î_ Pegasi) is a star in the northern constellation of Pegasus. It has the traditional name Sadalbari, which derives from the Arabic term for ""luck star of the splendid one"". The apparent visual magnitude of this star is 3.5, which is bright enough to be seen with the naked eye even on a moonlit night. The distance to this star can be determined with parallax measurements, which yields a value of 106.1 light-years (32.5 parsecs).The spectrum of this star matches a stellar classification of G8 III. The luminosity class of 'III' means that it has exhausted the hydrogen fuel at its core and evolved into a giant star. It is slightly more massive than the Sun, but has expanded to nearly ten times the Sun's radius. (Mishenina et al. (2006) list it with an estimated 2.7 times the mass of the Sun.) The effective temperature of the outer atmosphere is about 4,950 K, which is cooler than the Sun and gives it the yellow hue of a G-type star. The abundance of elements other than hydrogen and helium, what astronomers term the metallicity, is similar to the abundance in the Sun."
Mirfak or Marfak,Mirfak,"Alpha Persei (Alpha Per, Î± Persei, Î± Per) is the brightest star in the northern constellation of Perseus, just outshining the constellation's best known star, Algol. Known by the traditional names Mirfak and Algenib, it is a circumpolar star when viewed from the latitude of New York City or higher. It has an apparent visual magnitude of 1.8, placing it among the brightest stars in the sky. Mirfak lies in the midst of a cluster of stars eponymously named the Alpha Persei Cluster, or Melotte 20, which is easily visible in binoculars and includes many of the fainter stars in the constellation. The distance to this star has been determined using the parallax technique, putting it 510 light-years (160 parsecs) away."
Algol,Algol,"Algol (Beta Per, Î_ Persei, Î_ Per), known colloquially as the Demon Star, is a bright star in the constellation Perseus. It is one of the best known eclipsing binaries, the first such star to be discovered, and also one of the first (non-nova) variable stars to be discovered. Algol is actually a three-star system (Beta Persei Aa1, Aa2, and Ab) in which the large and bright primary Î_ Persei Aa1 is regularly eclipsed by the dimmer Î_ Persei Aa2. Thus, Algol's magnitude is usually near-constant at 2.1, but regularly dips to 3.4 every 2.86 days (2 days, 20 hours and 49 minutes) during the roughly 10-hour-long partial eclipses. There is also a secondary eclipse (the ""second minimum"") when the brighter star occults the fainter secondary. This secondary eclipse can only be detected photoelectrically. Algol gives its name to its class of eclipsing variable, known as Algol variables."
Menkib,Menkib,"Xi Persei (Î_ Per) is a star in the constellation Perseus. It has the traditional name Menkib (Menchib, Menkhib, Al Mankib from Mankib al Thurayya (Arabic for ""shoulder"" [of the Pleiades]). Menkib has an apparent magnitude of +4.06 and is classified as a blue giant (spectral class O7.5III). It is approximately 1,200 light years from Earth.It is intrinsically 12,700 times brighter than the Sun with absolute magnitude -5.5 in the V band. If the ultraviolet light that emanates from Menkib is included in its total, bolometric, luminosity is 263,000 times that of the Sun.The star has a mass of some 30 solar masses and a surface temperature of 35,000 kelvins, making it one of the hottest stars that can be seen with the naked eye. The fluorescence of the California Nebula (NGC 1499) is due to this starâ€™s prodigious radiation."
