Lyn,Lynx,"Lynx, named after the genus of cat, is a constellation in the northern sky. It was introduced in the 17th century by Johannes Hevelius. This constellation is mostly very faint, with its brightest stars forming a zigzag line. The orange giant Alpha Lyncis is the brightest star in the constellation, while the semiregular variable star Y Lyncis is a target for amateur astronomers. Six star systems have been found to contain exoplanets. 6 Lyncis and HD 75898 were discovered to have planets by the Doppler method, while XO-2, XO-4 and XO-5 were found to have planets that were observed as they passed in front of them by the XO Telescope in Hawaii, and WASP-13 had a transiting planet discovered by the SuperWASP program.
Within the constellation's borders lie the galaxy NGC 2770, which has hosted three recent Type Ib supernovae, the distant quasar APM 08279+5255, whose light is magnified and split into multiple images by the gravitational lensing effect of a foreground galaxy, and the Lynx Supercluster, which was the most distant supercluster known at the time of its discovery."
Tuc,Tucana,"Tucana is a constellation of stars in the southern sky, named after the toucan, a South American bird. It is one of twelve constellations conceived in the late sixteenth century by Petrus Plancius from the observations of Pieter Dirkszoon Keyser and Frederick de Houtman. Tucana first appeared on a 35-centimetre-diameter (14 in) celestial globe published in 1598 in Amsterdam by Plancius and Jodocus Hondius and was depicted in Johann Bayer's star atlas Uranometria of 1603. French explorer and astronomer Nicolas Louis de Lacaille gave its stars Bayer designations in 1756. The constellations Tucana, Grus, Phoenix and Pavo are collectively known as the ""Southern Birds"".
Tucana is not a prominent constellation as all of its stars are third magnitude or fainter; the brightest is Alpha Tucanae with an apparent visual magnitude of 2.87. Beta Tucanae is a star system with six member stars, while Kappa is a quadruple system. Five star systems have been found to have exoplanets to date. The constellation contains 47 Tucanae, one of the brightest globular clusters in the sky, and most of the Small Magellanic Cloud."
Mon,Monoceros,"Monoceros (Greek: Μονόκερως) is a faint constellation on the celestial equator. Its name is Greek for unicorn. Its definition is attributed to the 17th-century Dutch cartographer Petrus Plancius. It is bordered by Orion to the west, Gemini to the north, Canis Major to the south and Hydra to the east. Other bordering constellations include Canis Minor, Lepus and Puppis."
CrB,Corona Borealis,"Corona Borealis is a small constellation in the Northern Celestial Hemisphere. It is one of the 48 constellations listed by the 2nd-century astronomer Ptolemy, and remains one of the 88 modern constellations. Its brightest stars form a semicircular arc. Its Latin name, inspired by its shape, means ""northern crown"". In classical mythology Corona Borealis generally represented the crown given by the god Dionysus to the Cretan princess Ariadne and set by him in the heavens. Other cultures likened the pattern to a circle of elders, an eagle's nest, a bear's den, or even a smokehole. Ptolemy also listed a southern counterpart, Corona Australis, with a similar pattern.
The brightest star is the magnitude 2.2 Alpha Coronae Borealis. The yellow supergiant R Coronae Borealis is the prototype of a rare class of giant stars—the R Coronae Borealis variables—that are extremely hydrogen deficient, and thought to result from the merger of two white dwarfs. T Coronae Borealis, also known as the Blaze Star, is another unusual type of variable star known as a recurrent nova. Normally of magnitude 10, it last flared up to magnitude 2 in 1946. ADS 9731 and Sigma Coronae Borealis are multiple star systems with six and five components respectively. Five star systems have been found to have Jupiter-sized exoplanets. Abell 2065 is a highly concentrated galaxy cluster one billion light-years from the Solar System containing more than 400 members, and is itself part of the larger Corona Borealis Supercluster."
Nor,Norma,"Norma is a small constellation in the Southern Celestial Hemisphere between Scorpius and Centaurus, one of twelve drawn up in the 18th century by French astronomer Nicolas Louis de Lacaille and one of several depicting scientific instruments. Its name is Latin for normal, referring to a right angle, and is variously considered to represent a rule, a carpenter's square, a set square or a level.
Four of Norma's brighter stars—Gamma, Delta, Epsilon and Eta—make up a square in the field of faint stars. Gamma2 Normae is the brightest star with an apparent magnitude of 4.0. Mu Normae is one of the most luminous stars known, with a luminosity half- to one million times that of the Sun. Four star systems are known to harbour planets. The Milky Way passes through Norma, and the constellation contains eight open clusters visible to observers with binoculars. The constellation also hosts Abell 3627, also called the Norma Cluster, one of the most massive galaxy clusters known."
CVn,Canes Venatici,"Canes Venatici  is one of the 88 official modern constellations. It is a small northern constellation that was created by Johannes Hevelius in the 17th century. Its name is Latin for ""hunting dogs"", and the constellation is often depicted in illustrations as representing the dogs of Boötes the Herdsman, a neighboring constellation."
Gru,Grus,"Grus () is a constellation in the southern sky. Its name is Latin for the crane, a type of bird. It is one of twelve constellations conceived by Petrus Plancius from the observations of Pieter Dirkszoon Keyser and Frederick de Houtman. Grus first appeared on a 35-cm (14 in) diameter celestial globe published in 1598 in Amsterdam by Plancius and Jodocus Hondius and was depicted in Johann Bayer's star atlas Uranometria of 1603. French explorer and astronomer Nicolas Louis de Lacaille gave Bayer designations to its stars in 1756, some of which had been previously considered part of the neighbouring constellation Piscis Austrinus. The constellations Grus, Pavo, Phoenix and Tucana are collectively known as the ""Southern Birds"".
The constellation's brightest star, Alpha Gruis, is also known as Alnair and appears as a 1.7-magnitude blue-white star. Beta Gruis is a red giant variable star with a minimum magnitude of 2.3 and a maximum magnitude of 2.0. Six star systems have been found to have planets: the red dwarf Gliese 832 is one of the closest stars to Earth to have a planetary system. Another—WASP-95—has a planet that orbits every two days. Deep-sky objects found in Grus include the planetary nebula IC 5148, also known as the Spare Tyre Nebula, and a group of four interacting galaxies known as the Grus Quartet."
Dor,Dorado,"Dorado  is a constellation in the southern sky. It was named in the late 16th century and is now one of the 88 modern constellations. Its name refers to the dolphinfish (Coryphaena hippurus), which is known as dorado in Portuguese, although it has also been depicted as a swordfish. Dorado is notable for containing most of the Large Magellanic Cloud, the remainder being in the constellation Mensa. The South ecliptic pole also lies within this constellation.
Even though the name Dorado is not Latin but Portuguese, astronomers give it the Latin genitive form Doradus when naming its stars; it is treated (like the adjacent asterism Argo Navis) as a feminine proper name of Greek origin ending in -ō (like Io or Callisto or Argo), which have a genitive ending -ūs.

"
Ret,Reticulum,"Reticulum is a small, faint constellation in the southern sky. Its name is Latin for a small net, or reticle—a net of crosshairs at the focus of a telescope eyepiece that is used to measure star positions. The constellation is best viewed between October and December, but cannot be seen from middle to northern latitudes."
Eri,Eridanus,"Eridanus  is a constellation in the southern hemisphere. It is represented as a river; its name is a Latin name for the Po River and also the name of a minor river in Athens. It was one of the 48 constellations listed by the 2nd century astronomer Ptolemy, and it remains one of the 88 modern constellations. It is the sixth largest of the modern constellations."
Mus,Musca,"Musca (Latin: fly) is a small constellation in the deep southern sky. It was one of twelve constellations created by Petrus Plancius from the observations of Pieter Dirkszoon Keyser and Frederick de Houtman and it first appeared on a 35-cm (14 in) diameter celestial globe published in 1597 (or 1598) in Amsterdam by Plancius and Jodocus Hondius. The first depiction of this constellation in a celestial atlas was in Johann Bayer's Uranometria of 1603. It was also known as Apis (Latin: bee) for two hundred years. Musca remains below the horizon for most Northern Hemisphere observers.
Many of the constellation's brighter stars are members of the Scorpius–Centaurus Association, a loose group of hot blue-white stars that appear to share a common origin and motion across the Milky Way. These include Alpha, Beta, Gamma, Zeta2 and (likely) Eta Muscae, as well as HD 100546, a blue-white Herbig Ae/Be star that is surrounded by a complex debris disk containing a large planet or brown dwarf and possible protoplanet. Two further star systems have been found to have planets. The constellation also contains two Cepheid variables visible to the naked eye. Theta Muscae is a triple star system, the brightest member of which is a Wolf–Rayet star."
Cir,Circinus,"Circinus is a small faint constellation in the southern sky, first defined in 1756 by French astronomer Nicolas Louis de Lacaille. Its name is Latin for compass, referring to the drafting tool used for drawing circles (it should not be confused with Pyxis, a constellation that represents a mariner's compass which points north). Its brightest star is Alpha Circini, with an apparent magnitude of 3.19. Slightly variable, it is the brightest rapidly oscillating Ap star in the night sky. AX Circini is a Cepheid variable visible with the unaided eye, and BX Circini is a faint star thought to have been formed from the merger of two white dwarfs. Two sun-like stars have planetary systems: HD 134060 has two small planets, and HD 129445 has a Jupiter-like planet. Supernova SN 185 appeared in Circinus in 185 AD and was recorded by Chinese observers. Two novae have been observed more recently, in the 20th century.
The Milky Way runs through the constellation, featuring prominent objects such as the open cluster NGC 5823 and the planetary nebula NGC 5315. Circinus hosts one notable spiral galaxy, the Circinus Galaxy, which was discovered in 1977 and is the closest Seyfert galaxy to the Milky Way. The Alpha Circinids (ACI), a meteor shower also discovered in 1977, radiate from this constellation."
UMi,Ursa Minor,"Ursa Minor (Latin: ""Smaller She-Bear"", contrasting with Ursa Major), also known as the Little Bear, is a constellation in the Northern Sky. Like the Great Bear, the tail of the Little Bear may also be seen as the handle of a ladle, hence the North American name, Little Dipper: seven stars with four in its bowl like its partner the Big Dipper. It was one of the 48 constellations listed by the 2nd-century astronomer Ptolemy, and remains one of the 88 modern constellations. Ursa Minor has traditionally been important for navigation, particularly by mariners, because of Polaris being the North Star.
Polaris, the brightest star in the constellation, is a yellow-white supergiant and the brightest Cepheid variable star in the night sky, ranging from an apparent magnitude of 1.97 to 2.00. Beta Ursae Minoris, also known as Kochab, is an aging star that has swollen and cooled to become an orange giant with an apparent magnitude of 2.08, only slightly fainter than Polaris. Kochab and magnitude 3 Gamma Ursae Minoris have been called the ""guardians of the pole star"". Planets have been detected orbiting four of the stars, including Kochab. The constellation also contains an isolated neutron star—Calvera—and H1504+65, the hottest white dwarf yet discovered, with a surface temperature of 200,000 K."
UMa,Ursa Major,"Ursa Major  (also known as the Great Bear) is a constellation in the northern celestial hemisphere. One of the 48 constellations listed by Ptolemy (second century AD), it remains one of the 88 modern constellations. It can be visible throughout the year in most of the northern hemisphere. Its name, Latin for ""the greater (or larger) she-bear"", stands as a reference to and in direct contrast with Ursa Minor, ""the smaller she-bear"", with which it is frequently associated in mythology and amateur astronomy. The constellation's most recognizable asterism, a group of seven relatively bright stars commonly known as the ""Big Dipper"", ""the Wagon"" or ""the Plough"" (among others), both mimics the shape of the lesser bear (the ""Little Dipper"") and is commonly used as a navigational pointer towards the current northern pole star, Polaris in Ursa Minor. The Big Dipper and the constellation as a whole have mythological significance in numerous world cultures, usually as a symbol of the north.
The third largest constellation in the sky, Ursa Major is home to many deep-sky objects including seven Messier objects, four other NGC objects and I Zwicky 18, the youngest known galaxy in the visible universe."
Lup,Lupus,"Lupus  is a constellation located in the deep southern sky. Its name is Latin for wolf. Lupus was one of the 48 constellations listed by the 2nd century astronomer Ptolemy, and it remains one of the 88 modern constellations, although it was previously an asterism associated with the neighboring constellation Centaurus."
Scl,Sculptor,"Sculptor is a small and faint constellation in the southern sky. It represents a sculptor. It was introduced by Nicolas Louis de Lacaille in the 18th century. He originally named it Apparatus Sculptoris (the sculptor's studio), but the name was later shortened."
Boo,Boötes,"Boötes  is a constellation in the northern sky, located between 0° and +60° declination, and 13 and 16 hours of right ascension on the celestial sphere. The name comes from the Greek Βοώτης, Boōtēs, meaning herdsman or plowman (literally, ox-driver; from βοῦς bous “cow”). The ""ö"" in the name is a diaeresis, not an umlaut, meaning that each 'o' is to be pronounced separately.
One of the 48 constellations described by the 2nd century astronomer Ptolemy, Boötes is now one of the 88 modern constellations. It contains the fourth brightest star in the night sky, the orange-hued Arcturus. Boötes is home to many other bright stars, including eight above the fourth magnitude and an additional 21 above the fifth magnitude, making a total of 29 stars easily visible to the naked eye."
Car,Carina,"Carina  is a constellation in the southern sky. Its name is Latin for the keel of a ship, and it was formerly part of the larger constellation of Argo Navis (the ship Argo) until that constellation was divided into three pieces, the other two being Puppis (the poop deck), and Vela (the sails of the ship)."
Dra,Draco,"Draco is a constellation in the far northern sky. Its name is Latin for dragon. It was one of the 48 constellations listed by the 2nd century astronomer Ptolemy and remains one of the 88 modern constellations today. The north pole of the ecliptic is in Draco. Draco is circumpolar (that is, never setting), and can be seen all year from northern latitudes."
Aql,Aquila,"Aquila is a constellation in the northern sky. Its name is Latin for 'eagle' and it represents the bird who carried Zeus/Jupiter's thunderbolts in Greco-Roman mythology.
Aquila lies astride the celestial equator. The alpha star, Altair, is a vertex of the Summer Triangle asterism. The constellation is best seen in the summer as it is located along the Milky Way. Because of this location along the line of our galaxy, many clusters and nebulae are found within its borders, but they are dim and there are few galaxies."
Crt,Crater,"Crater is a constellation. Its name is Latin for cup, and in Greek mythology it is identified with the cup of the god Apollo. It was one of the 48 constellations listed by the 2nd century astronomer Ptolemy, and remains one of the 88 modern constellations. It is faint, with no star brighter than third magnitude.

"
Cas,Cassiopeia,"Cassiopeia is a constellation in the northern sky, named after the vain queen Cassiopeia in Greek mythology, who boasted about her unrivalled beauty. Cassiopeia was one of the 48 constellations listed by the 2nd-century Greek astronomer Ptolemy, and it remains one of the 88 modern constellations today. It is easily recognizable due to its distinctive 'M' shape when in upper culmination but in higher northern locations when near lower culminations in spring and summer it has a 'W' shape, formed by five bright stars. It is bordered by Andromeda to the south, Perseus to the southeast, and Cepheus to the north. It is opposite the Big Dipper. In northern locations above 34ºN latitude it is visible year-round and in the (sub)tropics it can be seen at its clearest from September to early November in its characteristic 'M' shape. Even in low southern latitudes below 25ºS it can be seen low in the North.

"
Tau,Taurus,"Taurus (Latin for ""the Bull""; symbol: , Unicode: ♉) is one of the constellations of the zodiac, which means it is crossed by the plane of the ecliptic. Taurus is a large and prominent constellation in the northern hemisphere's winter sky. It is one of the oldest constellations, dating back to at least the Early Bronze Age when it marked the location of the Sun during the spring equinox. Its importance to the agricultural calendar influenced various bull figures in the mythologies of Ancient Sumer, Akkad, Assyria, Babylon, Egypt, Greece, and Rome.
There are a number of features of interest to astronomers. Taurus hosts two of the nearest open clusters to Earth, the Pleiades and the Hyades, both of which are visible to the naked eye. At first magnitude, the red giant Aldebaran is the brightest star in the constellation. In the northwest part of Taurus is the supernova remnant Messier 1, more commonly known as the Crab Nebula. One of the closest regions of active star formation, the Taurus-Auriga complex, crosses into the northern part of the constellation. The variable star T Tauri is the prototype of a class of pre-main-sequence stars."
TrA,Triangulum Australe,"Triangulum Australe is a small constellation in the far Southern Celestial Hemisphere. Its name is Latin for ""the southern triangle"", which distinguishes it from Triangulum in the northern sky and is derived from the almost equilateral pattern of its three brightest stars. It was first depicted on a celestial globe as Triangulus Antarcticus by Petrus Plancius in 1589, and later with more accuracy and its current name by Johann Bayer in his 1603 Uranometria. The French explorer and astronomer Nicolas Louis de Lacaille charted and gave the brighter stars their Bayer designations in 1756.
Alpha Trianguli Australis, known as Atria, is a second magnitude orange giant and the brightest star in the constellation, as well as the 42nd-brightest star in the night sky. Completing the triangle are the two white main sequence stars Beta and Gamma Trianguli Australis. Although the constellation lies in the Milky Way and contains many stars, deep-sky objects are not prominent. Notable features include the open cluster NGC 6025 and planetary nebula NGC 5979."
Crv,Corvus,"Corvus is a small constellation in the Southern Celestial Hemisphere. Its name comes from the Latin word ""raven"" or ""crow"". It includes only 11 stars with brighter than 4.02 magnitudes. One of the 48 constellations listed by the 2nd-century astronomer Ptolemy, it remains one of the 88 modern constellations. The four brightest stars, Gamma, Delta, Epsilon, and Beta Corvi form a distinctive quadrilateral in the night sky. The young star Eta Corvi has been found to have two debris disks."
PsA,Piscis Austrinus,"Piscis Austrinus (also known as Piscis Australis) is a constellation in the southern celestial hemisphere. The name is Latin for ""the southern fish"", in contrast with the larger constellation Pisces, which represents a pair of fishes. Prior to the 20th century, it was also known as Piscis Notius. Its only star brighter than 4th magnitude is Fomalhaut, which is a first-magnitude star and is the 18th brightest star in the night sky.
Piscis Austrinus was one of the 48 constellations listed by the 2nd century astronomer Ptolemy, and it remains one of the 88 modern constellations. The stars of the modern constellation Grus once formed the ""tail"" of Piscis Austrinus. In 1597 (or 1598), Petrus Plancius carved out a separate constellation and named it after the crane.

In Greek mythology, this constellation is known as the Great Fish and it is portrayed as swallowing the water being poured out by Aquarius, the water-bearer constellation. The two fish of the constellation Pisces are said to be the offspring of the Great Fish. In Egyptian mythology, this fish saved the life of the Egyptian goddess Isis, so she placed this fish and its descendants into the heavens as constellations of stars."
Cha,Chamaeleon,"Chamaeleon () is a small constellation in the southern sky. It is named after the chameleon, a kind of lizard. It was first defined in the 16th century."
Tel,Telescopium,"Telescopium is a minor constellation in the southern celestial hemisphere, one of twelve named in the 18th century by French astronomer Nicolas-Louis de Lacaille and one of several depicting scientific instruments. Its name is a Latinized form of the Greek word for telescope. Telescopium was later much reduced in size by Francis Baily and Benjamin Gould.
The brightest star in the constellation is Alpha Telescopii, a blue-white subgiant with an apparent magnitude of 3.5, followed by the orange giant star Zeta Telescopii at magnitude 4.1. Eta and PZ Telescopii are two young star systems with debris disks and brown dwarf companions. Telescopium hosts two unusual stars with very little hydrogen that are likely to be the result of two merged white dwarfs: PV Telescopii, also known as HD 168476, is a hot blue extreme helium star, while RS Telescopii is an R Coronae Borealis variable. RR Telescopii is a cataclysmic variable that brightened as a nova to magnitude 6 in 1948."
Cep,Cepheus,"Cepheus is a constellation in the northern sky. It is named after Cepheus, King of Aethiopia in Greek mythology. It was one of the 48 constellations listed by the 2nd century astronomer Ptolemy, and remains one of the 88 modern constellations. Its brightest star is Alpha Cephei with an apparent magnitude of 3.5. Delta Cephei is the prototype of an important class of star known as a Cepheid variable. RW Cephei, an orange hypergiant, together with the red supergiants Mu Cephei, VV Cephei and V354 Cephei are among the largest stars known. In addition, Cepheus also has the hyperluminous quasar S5 0014+81, hosting an ultramassive black hole in its core at 40 billion solar masses, about 10,000 times more massive than the central black hole of the Milky Way, making it the most massive black hole known in the universe."
Pic,Pictor,"Pictor is a constellation in the Southern Celestial Hemisphere, located between the star Canopus and the Large Magellanic Cloud. Its name is Latin for painter, and is an abbreviation of the older name Equuleus Pictoris (the ""painter's easel""). Normally represented as an easel, Pictor was named by Abbé Nicolas-Louis de Lacaille in the 18th century. The constellation's brightest star is Alpha Pictoris, a white main-sequence star around 97 light-years away from Earth. Pictor also hosts RR Pictoris, a cataclysmic variable star system that flared up as a nova, reaching apparent (visual) magnitude 1.2 in 1925 before fading into obscurity.
Pictor has attracted attention because of its second-brightest star Beta Pictoris, 63.4 light-years distant from Earth, which is surrounded by an unusual dust disk rich in carbon, as well as an exoplanet (extrasolar planet). Another five stars in the constellation have been observed to have planets. Among them is HD 40307, an orange dwarf that has six planets orbiting it, one of which—HD 40307 g—is a potential super-Earth in the circumstellar habitable zone. Kapteyn's Star, the nearest star in Pictor to Earth, is a red dwarf located 12.76 light-years away that was found to have two super-Earths in orbit in 2014. Pictor A is a radio galaxy that is shooting an 800,000 light-year long jet of plasma from a supermassive black hole at its centre. In 2006, a gamma-ray burst—GRB 060729—was observed in Pictor, its extremely long X-ray afterglow detectable for nearly two years."
Ant,Antlia,"Antlia (; from Ancient Greek ἀντλία) is a constellation in the southern sky. Its name means ""pump"" and it specifically represents an air pump. Abbreviated from Antlia Pneumatica, the constellation was introduced by Nicolas Louis de Lacaille in the 18th century. Located close to those forming the old constellation of the ship Argo Navis, Antlia is completely visible from latitudes south of 49 degrees north
Antlia is a faint constellation; its brightest star is Alpha Antliae is an orange giant that is a suspected variable star, ranging between apparent magnitudes 4.22 and 4.29. Two star systems have known exoplanets. NGC 2997, a spiral galaxy, and the Antlia Dwarf Galaxy lie within Antlia's borders."
